Duration (in seconds),RecordedDate,ResponseId,Q_sandwich_1,Q_sandwich_2,Q_sandwich_3,Q_sandwich_4,Q_sandwich_5,Q_sandwich_1_labeled,Q_sandwich_2_labeled,Q_sandwich_3_labeled,Q_sandwich_4_labeled,Q_sandwich_5_labeled,Q_current_hunger,Q_priorities_1,Q_priorities_2,Q_priorities_3,Q_priorities_4,Q_priorities_5,Q_special_diet,Q_special_diet_6_TEXT,Q_past_vegetarian,Q_past_vegan,Q_vegetarian_not_me,Q_vegan_not_me,Q_good_for_env,Q_how_important_env,Q_politics,Q_US_state,Q_live_urban,Q_work_urban,Q_work_urban_3_TEXT,Q_demos_age,Q_demos_gender,Q_demos_income,Q_demos_race,Q_comments,STUDY_ID,treatment
430,2022-07-01 12:35:36,R_3CCKDulmsYqazRL,1,1,0,0,0,,,,,,2,2,5,1,3,4,3,,0,7,5,4,1,5,1,22,2,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
220,2022-07-01 12:52:20,R_bwrV9FUVdT2smoV,,,,,,0,1,0,1,1,2,2,3,1,5,4,7,,7,7,5,5,2,5,1,47,2,2,,6,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
223,2022-07-01 13:03:10,R_3rGIp2GkWUTfnbB,0,0,0,0,0,,,,,,2,2,3,1,5,4,7,,4,7,4,4,1,5,2,7,2,2,,3,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
172,2022-07-01 13:07:41,R_3LZNLRXaSq4NrjV,,,,,,0,0,0,1,0,2,5,2,1,3,4,7,,5,7,4,4,3,3,3,22,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
450,2022-07-01 13:26:55,R_O1dxQ1r71EBOkUx,,,,,,0,0,0,0,0,3,4,2,1,5,3,7,,4,7,3,3,2,4,3,22,2,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
224,2022-07-01 13:41:00,R_1LuRfs9IascLnLW,0,0,1,1,1,,,,,,2,3,4,1,2,5,7,,7,7,3,3,2,4,1,41,2,2,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
231,2022-07-01 13:43:16,R_vZBD07NcB2LasXD,,,,,,0,0,1,1,1,4,5,4,2,3,1,7,,7,7,2,2,3,2,5,30,2,2,,5,1,4,"1,4",,62bb1ba7f2c710e36fd2c1be,labeled
149,2022-07-01 13:51:14,R_1QDxy0EmzcUrcIZ,0,0,1,1,1,,,,,,1,2,3,1,5,4,7,,7,7,3,3,2,4,4,22,1,1,,3,1,3,4,,62bb1ba7f2c710e36fd2c1be,unlabeled
139,2022-07-01 13:56:44,R_1CCTpqLhEfqK6wj,,,,,,0,0,0,1,0,2,3,2,1,4,5,7,,7,7,4,4,2,4,2,22,2,1,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
262,2022-07-01 14:05:58,R_27yd5LGnh2WmCGA,1,0,0,0,0,,,,,,2,5,2,1,3,4,7,,7,7,2,1,4,4,3,20,3,2,,2,3,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
288,2022-07-01 14:43:30,R_3MhTvQBUyZ2eY8G,,,,,,0,0,0,1,0,4,4,1,2,3,5,7,,7,7,4,3,2,4,2,7,2,2,,3,4,7,7,,62bb1ba7f2c710e36fd2c1bf,labeled
436,2022-07-01 15:05:26,R_2R1Rf9x8CBjuZq9,0,0,0,1,0,,,,,,2,4,2,1,3,5,7,,2,5,4,3,3,4,3,47,2,2,,2,2,7,"1,2",im not dem or republican but those were the only options,62bb1ba7f2c710e36fd2c1bf,unlabeled
253,2022-07-01 15:51:40,R_2sZJbPjCIojqfnP,0,1,0,1,0,,,,,,3,3,2,1,5,4,6,calorie deficit,7,7,4,2,3,4,1,41,1,1,,4,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
107,2022-07-01 16:19:15,R_1d0NHFh9Umii5Re,,,,,,1,1,1,1,1,2,3,2,1,4,5,3,,0,6,5,5,1,5,1,22,1,1,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
128,2022-07-01 17:00:59,R_3R9LCSaMBo991st,,,,,,0,0,0,0,0,2,2,3,1,5,4,7,,7,7,4,2,2,4,1,22,3,1,,4,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
399,2022-07-01 17:15:56,R_pQyoY8XJ58kJACB,0,0,1,1,1,,,,,,1,4,2,3,5,1,7,,7,7,4,4,1,5,1,22,3,3,Retired,7,1,1,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
186,2022-07-01 17:38:41,R_3niKUxFX4abksxm,1,1,1,1,0,,,,,,3,3,5,1,4,2,1,,7,7,2,2,3,5,3,7,2,1,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
465,2022-07-01 17:42:46,R_12LvjliRWTOzm0q,,,,,,1,0,0,0,0,4,2,5,1,3,4,7,,5,7,4,4,3,4,4,7,2,2,,5,2,4,1,Taste was most important to me when making my food choices in this survey,62bb1ba7f2c710e36fd2c1bf,labeled
220,2022-07-01 18:08:29,R_1pS594CLuAjJQ32,0,0,0,1,1,,,,,,1,3,1,2,4,5,7,,4,7,5,3,2,4,2,39,1,1,,3,1,4,2,,62bb1ba7f2c710e36fd2c1be,unlabeled
190,2022-07-01 18:56:43,R_2bPhvoiqxlXWRF6,,,,,,1,1,0,0,1,2,4,3,2,5,1,3,,0,7,5,4,1,4,1,22,2,2,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
452,2022-07-01 19:29:04,R_1IWqvmAdTJECeTN,0,0,1,1,0,,,,,,3,2,4,1,5,3,7,,5,4,4,3,1,4,5,22,1,1,,5,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
242,2022-07-01 19:30:04,R_yTQs3cT21y2yayd,,,,,,0,0,0,1,0,1,2,3,1,4,5,7,,4,7,5,5,2,5,2,22,2,1,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
167,2022-07-01 19:34:55,R_0uCRjlUls1mjt7P,,,,,,0,0,0,1,0,1,3,1,2,4,5,7,,4,7,3,3,2,2,4,20,2,1,,2,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
274,2022-07-01 20:32:40,R_ZqTXrO511ZuCDgR,0,1,0,1,0,,,,,,2,3,4,2,1,5,7,,5,7,3,3,3,4,2,7,2,3,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
155,2022-07-01 21:57:53,R_3Jh0Sxeyq9ciLuj,0,0,0,1,1,,,,,,2,3,2,1,4,5,7,,7,7,5,5,3,5,1,22,1,1,,2,3,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
490,2022-07-01 23:02:43,R_24OAv13Kk1hbAM4,,,,,,0,0,1,0,0,2,4,2,1,3,5,7,,4,7,4,4,3,5,2,22,2,2,,2,2,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
215,2022-07-02 03:51:32,R_3qaOpt74z0ow6GD,,,,,,0,0,1,1,0,3,1,4,2,3,5,6,intermittent fasting,7,7,2,2,2,5,3,41,1,2,,3,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
152,2022-07-02 04:31:25,R_5iKRrE57Wod3leh,0,0,0,0,1,,,,,,3,2,3,1,4,5,6,No gallbladder diet,4,4,5,5,1,5,1,47,2,2,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
170,2022-07-02 05:54:43,R_3Lejt3XtnI1jFHH,0,0,1,0,0,,,,,,3,4,5,1,3,2,7,,5,7,4,2,2,4,1,22,2,1,,3,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
743,2022-07-02 06:48:36,R_1dpeVg5TqJdnZKH,,,,,,0,0,1,1,0,1,3,2,1,5,4,7,,5,7,4,4,3,5,4,20,2,2,,4,2,7,1,"I used to be pescatarian in my 20s. I also used to work in Boston before I had kids. I'm also strongly an Independent, neither Democrat not Republican.",62bb1ba7f2c710e36fd2c1bf,labeled
602,2022-07-02 07:44:09,R_Av38EoGNT46KYk9,,,,,,1,1,1,1,1,4,1,4,2,3,5,"4,6","Dairy free, plus did fodmap and can't eat: onions, garlic, avacado, peppers, mushrooms, brussel sprouts, beets, watermelon, and a few more things I can't think of rn.",5,7,5,5,1,5,3,22,3,1,,5,2,4,6,"I can't eat any of the choices I made! Not one of them without removing ingredientsm so that was hard.  We have chickens.  Their eggs are delicous. They get to free range and they eat tiicks.  To this day, I can't understand why vegans have issues with eggs.  Nothing has to die to get them.  AND chickens can't really survive without humans.  It seems like a great symbiotic relationship.  Chicken poop helps make great compost too.  It seems like some people should rethink how they determine what is and what is not good for them and our planet. ",62bb1ba7f2c710e36fd2c1bf,labeled
186,2022-07-02 08:00:34,R_3kdd9whloYQGbZb,0,0,0,0,0,,,,,,1,4,5,1,2,3,7,,7,7,4,4,3,5,3,30,3,2,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
219,2022-07-02 08:32:07,R_31sH0xOzcoDirZ8,0,1,0,1,1,,,,,,3,3,2,1,4,5,6,Nut free,4,7,5,5,2,4,5,22,2,2,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
186,2022-07-02 08:55:57,R_2zUgt9qbpmAd1hZ,,,,,,0,0,0,0,0,3,2,4,3,5,1,7,,5,6,3,3,3,2,4,20,3,1,,4,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
99,2022-07-02 09:01:04,R_3MArznglbYkQ7dp,0,0,1,1,1,,,,,,2,2,1,4,3,5,7,,7,7,4,4,1,4,4,41,2,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
146,2022-07-02 09:25:31,R_VRzPacfQleycxfr,,,,,,0,1,0,1,0,2,3,1,2,4,5,7,,4,7,4,4,2,3,2,20,1,1,,5,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
224,2022-07-02 10:38:52,R_1BXINRizFXvePpi,,,,,,0,0,0,0,0,3,4,3,2,1,5,7,,4,5,5,5,2,4,3,22,2,1,,3,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
278,2022-07-02 11:22:42,R_110nw73lkvDXSr0,0,0,0,0,0,,,,,,3,5,4,1,3,2,7,,5,6,3,3,2,4,1,22,2,2,,4,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
155,2022-07-02 11:24:10,R_278SjYQCADQZeGW,,,,,,0,0,0,0,0,1,4,3,1,2,5,7,,7,7,3,3,3,5,1,22,2,1,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
183,2022-07-02 13:17:12,R_3gXzq2WOClVLvRD,0,0,1,0,1,,,,,,2,3,4,2,5,1,7,,7,7,3,2,2,2,3,22,1,1,,3,1,4,4,,62bb1ba7f2c710e36fd2c1be,unlabeled
190899,2022-07-02 13:58:56,R_1luusI5feXX1RMF,,,,,,1,1,0,0,0,3,1,3,2,5,4,3,,0,5,5,5,2,5,2,7,2,2,,4,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
160,2022-07-02 15:05:23,R_1pPVGzFJ8iJWB1K,,,,,,0,1,0,1,1,2,3,4,1,5,2,7,,5,7,5,5,2,5,3,22,1,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
263,2022-07-02 15:25:11,R_a2F0AkDMz6hEiPf,,,,,,0,0,0,1,0,3,5,3,1,4,2,7,,5,7,3,4,2,4,3,22,2,2,,3,1,2,"1,2",,62bb1ba7f2c710e36fd2c1be,labeled
229,2022-07-02 15:25:13,R_1F9uXS5T4HS8GFn,1,0,0,1,0,,,,,,2,4,2,1,5,3,7,,5,7,5,5,2,5,1,7,2,2,,2,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
206,2022-07-02 16:44:07,R_tJVqRSAePA8cHHb,0,0,0,1,0,,,,,,1,3,1,2,4,5,7,,7,7,5,5,3,4,1,7,2,2,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
155,2022-07-02 16:55:18,R_1qVCao4tXaQDDVw,,,,,,0,0,0,1,0,1,4,1,2,5,3,7,,7,7,4,4,2,5,1,22,1,1,,2,1,2,1,,62bb1ba7f2c710e36fd2c1be,labeled
305,2022-07-02 17:26:16,R_290OWIN784QAVJs,0,0,1,1,1,,,,,,2,5,3,1,4,2,7,,7,7,4,4,4,2,4,47,2,1,,6,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
123,2022-07-02 17:43:19,R_2SAhwsKVgxt7izy,,,,,,0,0,0,0,0,3,5,4,1,3,2,7,,5,4,1,1,3,3,6,47,3,2,,5,1,4,1,,62bb1ba7f2c710e36fd2c1be,labeled
730,2022-07-02 19:41:49,R_elDGoDC5pLN6M8h,1,0,0,0,0,,,,,,2,5,1,2,4,3,7,,7,7,4,3,3,4,1,7,2,2,,4,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
188,2022-07-02 19:42:42,R_2fJXfKP7Z6qDZtn,,,,,,1,0,0,1,1,2,5,4,1,3,2,7,,7,7,3,2,3,1,4,22,2,2,,4,1,4,4,,62bb1ba7f2c710e36fd2c1be,labeled
286,2022-07-02 20:27:39,R_bkID8oAsIoSZwat,1,0,1,0,0,,,,,,1,5,3,2,1,4,7,,7,7,4,3,2,3,3,22,2,1,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
189,2022-07-02 20:33:21,R_1odPJ55lJctoc3L,,,,,,0,0,1,0,0,3,4,3,1,5,2,6,dairy free,4,7,4,3,3,4,3,22,2,2,,3,2,5,2,,62bb1ba7f2c710e36fd2c1bf,labeled
153,2022-07-02 21:09:49,R_2aE5Tl7IcYJ9zFx,,,,,,1,0,0,0,0,1,3,2,1,5,4,7,,4,5,5,4,3,5,1,23,2,2,,3,2,6,1,none,62bb1ba7f2c710e36fd2c1bf,labeled
138,2022-07-03 03:27:14,R_3GcZ99hr5DUR0Tt,0,0,1,0,0,,,,,,3,3,4,2,1,5,7,,4,4,3,3,2,3,3,20,2,1,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
229,2022-07-03 07:10:41,R_1DP816U4syYXRM2,,,,,,0,0,0,0,0,2,4,5,1,3,2,7,,3,7,4,4,2,5,2,22,2,2,,3,2,3,"1,2",,62bb1ba7f2c710e36fd2c1bf,labeled
349,2022-07-03 07:59:39,R_BFAjGb0v16Y4SkN,0,0,0,1,0,,,,,,1,4,1,3,2,5,7,,5,7,4,3,2,4,2,22,2,3,,2,1,1,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
471,2022-07-03 08:02:25,R_5ioOp7lQGSY3Zh7,,,,,,0,0,0,1,0,1,5,4,2,1,3,"4,6","tree nut & peanut allergy, & gastroparesis (low fat, low fiber, no raw fruits/veggies, everything must be easily digestible. I'm luckier than most people w/ gastroparesis and I can ""break"" this diet when I want to, I just have to be prepared to face the painful consequences lol)",4,7,2,2,2,5,1,22,2,2,,3,3,2,1,"I was a vegetarian for years due to personal preference & environmental concerns, but I had to reincorporate meat into my diet due to my rapidly-accumulating dietary restrictions (gluten free, Very Allergic to tree nuts & peanuts, and I have gastroparesis). I would love to eat less meat for the environment but it's honestly not feasable with my dietary needs. ",62bb1ba7f2c710e36fd2c1bf,labeled
158,2022-07-03 08:07:01,R_3JmUN39Eshn3FQC,1,1,0,1,0,,,,,,3,3,1,2,5,4,7,,4,7,5,5,2,5,2,7,1,2,,3,3,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
152,2022-07-03 08:18:55,R_2BxHDGB9pGFeROz,0,1,0,1,0,,,,,,1,3,2,1,4,5,7,,5,7,5,4,2,5,2,20,1,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
182,2022-07-03 09:00:25,R_27WCFy039D8woib,,,,,,0,1,0,1,0,1,3,4,1,2,5,7,,3,7,4,4,1,4,3,22,2,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
129,2022-07-03 09:08:15,R_3q9TkRAjbb4QLQF,,,,,,1,1,0,1,0,2,3,5,1,4,2,2,,4,7,5,5,2,5,1,22,1,1,,3,2,3,4,,62bb1ba7f2c710e36fd2c1bf,labeled
491,2022-07-03 09:49:05,R_3J7XJBDq2ckFsTa,0,1,0,0,1,,,,,,1,5,2,1,3,4,7,,4,6,4,3,2,5,2,22,3,1,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
157,2022-07-03 09:51:10,R_3iQ4g2IGTV6bTbP,,,,,,0,0,0,1,0,3,4,2,1,3,5,7,,7,7,2,1,1,4,3,7,2,2,,5,1,5,1,,62bb1ba7f2c710e36fd2c1be,labeled
237,2022-07-03 10:11:29,R_u3sIPUjlg4HVwl3,1,0,0,0,0,,,,,,3,3,1,2,5,4,7,,4,7,4,3,1,5,1,41,1,1,,4,2,5,1,My husband is pescatarian so we now eat many more vegetarian meals than we used to ,62bb1ba7f2c710e36fd2c1bf,unlabeled
227,2022-07-03 10:51:08,R_2tu0J6hrJauILtq,0,0,1,1,0,,,,,,1,5,1,2,3,4,7,,7,7,2,1,1,3,2,41,1,2,,3,1,4,2,,62bb1ba7f2c710e36fd2c1be,unlabeled
335,2022-07-03 11:10:30,R_cOQ3zluuL8ViOVH,,,,,,1,1,0,1,0,3,5,4,1,2,3,3,,0,7,5,2,1,4,2,22,3,2,,6,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
206,2022-07-03 11:49:45,R_1Op0pMP7eyvc4ko,,,,,,0,0,1,1,0,3,3,2,1,4,5,7,,2,5,4,3,2,5,2,22,3,2,,3,2,1,2,roasted attention check was funny,62bb1ba7f2c710e36fd2c1bf,labeled
192,2022-07-03 12:56:39,R_0Cz290pQ05viQZH,1,0,0,0,0,,,,,,2,3,2,1,4,5,7,,5,7,4,3,1,4,3,22,2,2,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
301,2022-07-03 13:02:04,R_245T8n396YH9TQt,,,,,,0,0,1,0,0,2,4,2,1,5,3,7,,7,7,1,1,5,2,6,7,2,2,,3,2,3,6,vegetarians are really wrinkly,62bb1ba7f2c710e36fd2c1bf,labeled
171,2022-07-03 14:17:15,R_9Qv6dEef11dnAC5,0,0,1,0,1,,,,,,3,4,2,1,5,3,6,Non-dairy,4,7,4,2,3,5,1,22,1,1,,2,2,7,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
361,2022-07-03 16:45:41,R_sgKf4jHFV38HfUJ,0,1,0,0,1,,,,,,1,2,4,1,5,3,7,,7,7,4,4,2,4,5,20,3,2,,7,2,3,1,none,62bb1ba7f2c710e36fd2c1bf,unlabeled
214,2022-07-03 17:21:46,R_qWakni8x1RXZOjT,,,,,,1,1,0,1,1,1,2,3,1,4,5,3,,0,7,5,5,2,2,3,7,2,3,,2,2,6,1,,62bb1ba7f2c710e36fd2c1bf,labeled
131,2022-07-03 17:44:44,R_vIhNuMK34byd16N,,,,,,0,0,0,1,1,2,2,3,1,4,5,7,,7,7,1,3,3,4,2,7,2,2,,2,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
149,2022-07-03 18:38:35,R_Z4gE4WO928I9Fe1,1,1,0,1,0,,,,,,1,1,2,3,4,5,3,,0,7,5,5,1,5,1,41,1,1,,4,2,7,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
180,2022-07-03 19:16:45,R_soCM8sPfrrDXDLb,,,,,,0,0,0,0,0,1,3,4,1,5,2,7,,4,5,4,4,2,4,2,22,2,2,,3,2,7,1,,62bb1ba7f2c710e36fd2c1bf,labeled
252,2022-07-03 19:37:19,R_308cn8jlmORsXn5,1,1,1,1,0,,,,,,1,4,3,2,5,1,7,,2,5,5,5,1,5,3,22,2,2,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
154,2022-07-03 20:05:55,R_2c5T2Lqoq0lY8JV,,,,,,0,0,0,1,0,1,3,2,1,5,4,7,,1,7,5,4,2,4,1,22,1,1,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
172,2022-07-03 23:59:58,R_2E4a6RhMFYuI95x,0,0,1,1,0,,,,,,2,4,5,1,2,3,7,,7,7,4,3,1,4,1,22,1,1,,5,1,4,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
187,2022-07-04 06:33:03,R_1BpYod8LWHltI7n,0,0,0,0,1,,,,,,2,2,4,1,5,3,1,,4,6,4,4,3,4,3,22,2,2,,6,1,3,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
106,2022-07-04 08:14:55,R_bef1Kfe7kGEyoTv,,,,,,1,1,0,0,0,3,4,3,1,2,5,7,,4,7,4,3,2,4,1,22,1,1,,3,2,4,1,,62bb1ba7f2c710e36fd2c1bf,labeled
140,2022-07-04 08:17:41,R_PTFNQCkppErMky5,1,0,0,0,0,,,,,,3,4,3,2,5,1,7,,7,7,4,4,2,4,1,33,1,1,,2,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
272,2022-07-04 09:06:34,R_davAwSMnyo5rzTH,,,,,,0,0,1,0,1,2,4,2,1,3,5,7,,7,7,1,1,3,4,4,20,3,2,,4,1,4,1,I picked what I thought might be the best choice. None of the options really appealed to me as I do not care for many vegetables.,62bb1ba7f2c710e36fd2c1be,labeled
269,2022-07-04 09:26:14,R_1nSWxaP70yfumC0,0,0,1,0,1,,,,,,3,2,4,1,5,3,7,,5,7,4,4,3,5,1,5,1,1,,3,2,3,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
139,2022-07-04 09:51:12,R_1ITs1vM7dbDCEV8,,,,,,1,1,0,1,0,3,2,5,1,3,4,3,,0,7,5,4,1,5,1,30,2,1,,4,2,5,1,None,62bb1ba7f2c710e36fd2c1bf,labeled
113,2022-07-04 10:36:06,R_1hQJcOMsvQy8GrD,0,0,0,0,1,,,,,,2,5,3,2,4,1,7,,7,7,1,1,2,2,4,7,2,2,,5,2,6,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
192,2022-07-04 10:56:11,R_3ltc82AXPRoWkhu,,,,,,1,1,0,1,0,2,5,4,1,3,2,3,,0,3,5,5,1,5,4,7,3,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
207,2022-07-04 11:51:21,R_qDQgP75pV1W05G1,0,0,0,0,1,,,,,,2,2,5,1,3,4,7,,7,7,4,4,3,4,3,20,2,2,,4,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
219,2022-07-04 13:05:44,R_3G1B560Xra6qPnw,,,,,,1,1,0,0,0,1,1,4,2,5,3,6,I rarely eat red meat,7,7,5,4,1,4,2,22,1,1,,2,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
131,2022-07-04 13:52:08,R_DHaFAJTKpCwUVEJ,,,,,,1,1,0,0,1,3,2,3,1,5,4,7,,4,7,4,4,2,2,4,22,2,1,,2,2,7,1,,62bb1ba7f2c710e36fd2c1bf,labeled
148,2022-07-04 14:07:23,R_3JxUAVMclCSeTEi,1,1,0,0,0,,,,,,2,3,2,1,4,5,"1,3,4",,5,5,5,5,3,5,3,22,1,1,,3,2,3,2,,62bb1ba7f2c710e36fd2c1bf,unlabeled
146,2022-07-04 14:29:06,R_3pu5ONZytt25cgA,,,,,,0,0,1,1,1,3,3,5,1,4,2,7,,3,7,5,4,2,4,1,41,1,1,,3,3,5,1,,62bb1ba7f2c710e36fd2c1bf,labeled
367,2022-07-04 14:29:55,R_s53pZN4BRRuwn4J,0,0,1,0,0,,,,,,3,5,1,2,3,4,7,,4,7,5,5,2,5,1,22,2,2,,2,3,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
181,2022-07-04 14:50:33,R_1EZOQIiCwb1phsy,1,1,1,0,1,,,,,,2,1,2,3,5,4,2,,4,5,5,5,2,4,2,22,1,1,,4,2,1,4,,62bb1ba7f2c710e36fd2c1bf,unlabeled
208,2022-07-04 15:40:37,R_1QAS89wDMlNcXro,,,,,,1,0,0,0,0,4,1,3,2,4,5,7,,4,7,5,5,1,5,2,20,2,1,,2,2,2,"1,4",,62bb1ba7f2c710e36fd2c1bf,labeled
198,2022-07-04 16:44:58,R_332wzGjdrwZPm1x,0,0,0,1,0,,,,,,2,5,2,1,3,4,7,,7,7,3,1,3,1,3,7,2,2,,2,1,1,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
200,2022-07-04 17:36:22,R_OCZ7AXFnOq1dxaF,1,0,0,0,0,,,,,,3,4,2,1,3,5,7,,4,7,5,2,1,4,2,5,2,1,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
180,2022-07-04 19:32:11,R_2UflUaIzYxLPByr,,,,,,0,0,0,1,0,1,3,4,1,5,2,7,,4,7,4,3,2,4,3,22,2,2,,4,1,6,1,,62bb1ba7f2c710e36fd2c1be,labeled
306,2022-07-04 19:51:20,R_1cSMgvwEwiVrXNe,0,1,0,0,0,,,,,,3,2,3,1,4,5,7,,7,7,5,4,2,4,2,20,2,1,,5,2,4,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
138,2022-07-04 19:58:26,R_2wNoWT6lo7zaQAv,,,,,,0,0,0,0,1,2,4,3,2,5,1,7,,4,7,4,2,2,5,2,7,2,2,,2,2,1,1,,62bb1ba7f2c710e36fd2c1bf,labeled
134,2022-07-04 20:03:45,R_1lzP4Q5a5TicRHQ,0,0,0,0,0,,,,,,3,5,1,3,4,2,7,,5,7,5,4,1,5,1,33,1,1,,3,1,1,4,,62bb1ba7f2c710e36fd2c1be,unlabeled
200,2022-07-04 21:07:05,R_ptphVXwYSCLpMbL,,,,,,0,0,0,0,0,1,2,4,1,3,5,7,,5,6,2,2,2,5,2,22,1,1,,2,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
218,2022-07-04 21:38:08,R_2tbWXculUEBPVqy,0,0,0,1,0,,,,,,3,2,3,1,4,5,7,,7,7,4,2,2,3,3,7,2,2,,3,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
363,2022-07-05 04:13:20,R_suOThP7mk7Fucvf,,,,,,0,0,1,0,0,3,4,1,2,5,3,7,,7,7,2,3,2,5,4,22,1,1,,3,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
180,2022-07-05 05:39:06,R_RIDsm7mpikQ29Md,0,0,0,0,0,,,,,,4,4,5,2,3,1,7,,7,7,3,2,2,4,3,22,2,2,,5,2,5,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
180,2022-07-05 05:41:11,R_2PBGimgucW5aa6t,,,,,,1,1,0,0,0,1,1,5,2,3,4,6,low fat,3,3,5,5,1,4,2,22,2,2,,4,2,3,1,,62bb1ba7f2c710e36fd2c1bf,labeled
196,2022-07-05 06:03:38,R_31Slx9KXBm39P0w,0,0,0,1,1,,,,,,1,1,3,2,5,4,7,,7,7,4,2,2,4,2,41,2,2,,4,1,5,1,,62bb1ba7f2c710e36fd2c1be,unlabeled
149,2022-07-05 08:08:19,R_1gNMC9KMvPIeKep,,,,,,0,0,0,0,0,2,3,2,1,4,5,7,,3,3,5,4,3,5,1,30,2,1,,2,1,3,1,,62bb1ba7f2c710e36fd2c1be,labeled
192,2022-07-05 09:33:37,R_24r5Z36tYh6yCHq,,,,,,0,1,1,1,0,2,4,3,1,2,5,7,,7,7,4,4,2,3,2,22,1,1,,2,2,2,1,,62bb1ba7f2c710e36fd2c1bf,labeled
192,2022-07-05 09:57:43,R_xl9PsDGMB36fGRX,0,1,0,1,0,,,,,,2,5,2,4,1,3,7,,4,4,5,4,2,4,1,22,1,1,,4,2,2,1,,62bb1ba7f2c710e36fd2c1bf,unlabeled
